Y (ang)	Ec (eV)	Ev (eV)	E (V/cm)	Ef (eV)	n (cm-3)	p (cm-3)	Nd - Na (cm-3)
 2.500000e+02	 4.04792566e-02	-3.35252074e+00	 5.94513141e+04	 0.00000000e+00	 4.3803e+17	 1.5609e-37	 1.0000e+15
 2.510000e+02	 4.10737697e-02	-3.35192623e+00	 5.86366546e+04	 0.00000000e+00	 4.2870e+17	 1.5972e-37	 1.0000e+15
 2.520000e+02	 4.16601362e-02	-3.35133986e+00	 5.78391837e+04	 0.00000000e+00	 4.1967e+17	 1.6339e-37	 1.0000e+15
 2.530000e+02	 4.22385281e-02	-3.35076147e+00	 5.70583344e+04	 0.00000000e+00	 4.1095e+17	 1.6708e-37	 1.0000e+15
 2.540000e+02	 4.28091114e-02	-3.35019089e+00	 5.62935637e+04	 0.00000000e+00	 4.0251e+17	 1.7081e-37	 1.0000e+15
 2.550000e+02	 4.33720471e-02	-3.34962795e+00	 5.55443511e+04	 0.00000000e+00	 3.9434e+17	 1.7457e-37	 1.0000e+15
 2.560000e+02	 4.39274906e-02	-3.34907251e+00	 5.48101977e+04	 0.00000000e+00	 3.8643e+17	 1.7836e-37	 1.0000e+15
 2.570000e+02	 4.44755926e-02	-3.34852441e+00	 5.40906249e+04	 0.00000000e+00	 3.7878e+17	 1.8218e-37	 1.0000e+15
 2.580000e+02	 4.50164988e-02	-3.34798350e+00	 5.33851737e+04	 0.00000000e+00	 3.7136e+17	 1.8604e-37	 1.0000e+15
 2.590000e+02	 4.55503505e-02	-3.34744965e+00	 5.26934034e+04	 0.00000000e+00	 3.6418e+17	 1.8992e-37	 1.0000e+15
 2.600000e+02	 4.60772846e-02	-3.34692272e+00	 5.20148908e+04	 0.00000000e+00	 3.5722e+17	 1.9383e-37	 1.0000e+15
 2.610000e+02	 4.65974335e-02	-3.34640257e+00	 5.13492297e+04	 0.00000000e+00	 3.5047e+17	 1.9777e-37	 1.0000e+15
 2.620000e+02	 4.71109258e-02	-3.34588907e+00	 5.06960296e+04	 0.00000000e+00	 3.4393e+17	 2.0174e-37	 1.0000e+15
 2.630000e+02	 4.76178861e-02	-3.34538211e+00	 5.00549150e+04	 0.00000000e+00	 3.3759e+17	 2.0573e-37	 1.0000e+15
 2.640000e+02	 4.81184352e-02	-3.34488156e+00	 4.94255253e+04	 0.00000000e+00	 3.3143e+17	 2.0975e-37	 1.0000e+15
 2.650000e+02	 4.86126905e-02	-3.34438731e+00	 4.88075133e+04	 0.00000000e+00	 3.2546e+17	 2.1380e-37	 1.0000e+15
 2.660000e+02	 4.91007656e-02	-3.34389923e+00	 4.82005451e+04	 0.00000000e+00	 3.1966e+17	 2.1788e-37	 1.0000e+15
 2.670000e+02	 4.95827711e-02	-3.34341723e+00	 4.76042992e+04	 0.00000000e+00	 3.1403e+17	 2.2198e-37	 1.0000e+15
 2.680000e+02	 5.00588141e-02	-3.34294119e+00	 4.70184662e+04	 0.00000000e+00	 3.0856e+17	 2.2610e-37	 1.0000e+15
 2.690000e+02	 5.05289987e-02	-3.34247100e+00	 4.64427479e+04	 0.00000000e+00	 3.0325e+17	 2.3025e-37	 1.0000e+15
 2.700000e+02	 5.09934262e-02	-3.34200657e+00	 4.58768573e+04	 0.00000000e+00	 2.9809e+17	 2.3443e-37	 1.0000e+15
 2.710000e+02	 5.14521948e-02	-3.34154781e+00	 4.53205176e+04	 0.00000000e+00	 2.9308e+17	 2.3862e-37	 1.0000e+15
 2.720000e+02	 5.19053999e-02	-3.34109460e+00	 4.47734620e+04	 0.00000000e+00	 2.8821e+17	 2.4284e-37	 1.0000e+15
 2.730000e+02	 5.23531346e-02	-3.34064687e+00	 4.42354332e+04	 0.00000000e+00	 2.8347e+17	 2.4709e-37	 1.0000e+15
 2.740000e+02	 5.27954889e-02	-3.34020451e+00	 4.37061831e+04	 0.00000000e+00	 2.7886e+17	 2.5135e-37	 1.0000e+15
 2.750000e+02	 5.32325507e-02	-3.33976745e+00	 4.31854721e+04	 0.00000000e+00	 2.7437e+17	 2.5564e-37	 1.0000e+15
