Optical Power Monitor 4.0.4100.700

Power Meter;PM100USB
Power Meter SN;P2008717
Sensor;S120VC
Sensor SN;17072805
Sensor Type;Photodiode
Wavelength;518 nm
Range;Auto

Start of Measurement;10/29/2024 19:52:46
Elapsed Time;00:02:04:999
Samples;36237

--Statistics--
Minimum [W];6,414E-08
Maximum [W];0,007128
Mean [W];0,00048687
Standard Deviation [W];0,0013986
Ratio;111131,899 : 1

--Graph Data--
Time (ms);Power (W)
96423,781;8,8641E-08
96426,433;9,2114E-08
96431,968;8,4451E-08
96434,848;6,8067E-08
96437,766;7,69E-08
96440,465;8,8339E-08
96443,835;9,2001E-08
96446,456;8,1808E-08
96449,098;7,0407E-08
96451,772;6,8293E-08
96454,461;7,6938E-08
96457,143;8,8415E-08
96459,728;9,1963E-08
96462,510;8,4262E-08
96465,115;7,2748E-08
96467,734;6,7727E-08
96470,496;7,4182E-08
96473,092;8,5734E-08
96476,078;9,1963E-08
96478,772;8,5659E-08
96481,470;7,4182E-08
96484,091;6,7802E-08
96488,324;7,2446E-08
96492,412;9,0529E-08
96495,097;8,6942E-08
96497,737;7,5655E-08
96500,465;6,7689E-08
96503,102;7,1049E-08
96506,939;8,1846E-08
96509,758;9,1624E-08
96512,496;8,3696E-08
96515,090;7,2144E-08
96517,728;6,7198E-08
96520,430;7,3541E-08
96523,106;8,4904E-08
96525,892;9,1548E-08
96528,744;8,513E-08
96531,417;7,3427E-08
96534,110;6,7161E-08
96536,762;7,203E-08
96539,465;8,3318E-08
96547,213;9,1171E-08
96550,055;6,7312E-08
96552,815;6,935E-08
96555,459;8,0147E-08
96558,052;9,0529E-08
96560,749;8,9736E-08
96563,424;7,9619E-08
96566,089;6,8633E-08
96569,382;6,8067E-08
96572,091;7,9996E-08
96574,759;9,0642E-08
96577,359;8,9698E-08
96580,097;7,9656E-08
96582,737;6,8671E-08
96585,444;6,8142E-08
96588,053;7,7278E-08
96590,723;8,8755E-08
96593,456;9,0982E-08
96596,128;8,2299E-08
96598,736;7,086E-08
96602,064;6,7236E-08
96604,731;7,7353E-08
96607,420;8,8604E-08
96610,130;9,1057E-08
96613,054;8,1091E-08
96615,772;6,969E-08
96618,463;6,7614E-08
96621,066;7,5881E-08
96623,749;8,7622E-08
96626,477;9,1171E-08
96629,058;8,3734E-08
96631,742;7,203E-08
96634,473;6,7009E-08
96637,123;7,3314E-08
96639,765;8,4828E-08
96642,471;9,1246E-08
96645,091;8,6489E-08
96647,963;7,5315E-08
96650,690;6,6934E-08
96653,459;7,1804E-08
96656,089;8,3167E-08
96658,741;9,1359E-08
96661,800;8,7773E-08
96667,101;7,5353E-08
96669,734;7,0407E-08
96672,538;8,128E-08
96675,470;9,1435E-08
96678,091;8,7962E-08
96680,755;7,6938E-08
96683,471;6,7312E-08
96686,014;6,9426E-08
96688,698;7,9845E-08
96691,474;9,0491E-08
96694,051;8,9887E-08
96696,731;7,9694E-08
96699,519;6,8595E-08
96702,500;6,8444E-08
96705,458;8,0034E-08
96708,039;9,0453E-08
96710,713;8,9849E-08
96716,906;7,9581E-08
96719,732;7,0445E-08
96722,366;8,1317E-08
96725,055;9,0982E-08
96727,709;8,8906E-08
96730,413;7,8373E-08
96733,091;6,7727E-08
96735,723;6,8595E-08
96738,433;7,875E-08
96741,024;8,9887E-08
96743,764;9,0227E-08
96746,433;8,1015E-08
96749,030;6,9879E-08
96751,688;6,7425E-08
96754,471;7,5843E-08
96757,018;8,7509E-08
96759,739;9,1322E-08
96762,409;8,3583E-08
96765,002;7,2106E-08
96767,728;6,6934E-08
96770,345;7,3088E-08
96776,292;8,4602E-08
96779,024;8,3696E-08
96781,703;7,203E-08
96784,386;6,7085E-08
96787,008;7,3201E-08
96793,957;8,4753E-08
96796,730;7,9656E-08
96799,397;6,8633E-08
96802,039;6,7916E-08
96824,112;7,724E-08
96829,341;9,0189E-08
96831,999;7,0898E-08
96834,730;6,7009E-08
96841,035;7,4371E-08
96844,043;8,9774E-08
96846,718;7,9543E-08
96856,857;6,8784E-08
96859,773;9,1435E-08
96866,510;8,2412E-08
96874,495;6,9577E-08
96877,315;9,0038E-08
96880,040;8,0034E-08
96882,665;6,8784E-08
96885,996;6,8104E-08
96890,328;8,0034E-08
96893,001;9,1322E-08
96895,646;8,4036E-08
96898,322;7,2333E-08
96901,269;6,6972E-08
96904,032;7,4749E-08
96906,646;8,6338E-08
96914,170;9,1548E-08
96917,024;6,7123E-08
96919,661;7,0445E-08
96922,335;8,1506E-08
96933,201;9,1359E-08
96936,032;6,9426E-08
96939,025;8,1431E-08
96941,671;9,1284E-08
96944,334;8,9283E-08
96947,595;7,8562E-08
96950,340;6,7312E-08
96953,005;7,0445E-08
96960,981;8,1431E-08
96963,657;7,8562E-08
96966,322;6,7916E-08
96969,848;6,8671E-08
96972,664;8,2828E-08
96975,322;9,1322E-08
96977,961;8,8113E-08
96980,646;7,7202E-08
96983,311;6,7274E-08
96985,956;6,9199E-08
96988,747;7,9883E-08
96991,638;9,0982E-08
96995,343;8,9208E-08
96997,951;7,3843E-08
97000,646;6,6896E-08
97003,282;7,154E-08
97005,957;8,2979E-08
97009,511;9,1322E-08
97012,315;8,3922E-08
97014,959;7,2446E-08
97017,619;6,6972E-08
97023,454;7,3012E-08
97026,376;9,1359E-08
97028,956;8,3771E-08
97031,636;7,2181E-08
97034,271;6,7009E-08
97036,969;7,2937E-08
97039,644;8,4489E-08
97042,292;9,151E-08
97044,973;8,6867E-08
97047,646;7,5353E-08
97050,271;6,7123E-08
97052,954;7,0218E-08
97055,991;8,1091E-08
97058,637;9,1208E-08
97061,278;8,8113E-08
97063,956;7,7165E-08
97071,567;6,7198E-08
97074,273;8,9585E-08
97077,022;9,0302E-08
97079,668;8,1468E-08
97082,273;6,9841E-08
97087,898;6,7312E-08
97090,612;8,8453E-08
97093,325;9,0793E-08
97095,957;8,2563E-08
97098,606;7,0936E-08
97101,283;6,7009E-08
97103,956;7,4031E-08
97106,602;8,5999E-08
97109,290;9,1322E-08
97111,956;8,513E-08
97114,626;7,3616E-08
97117,281;6,6745E-08
97122,055;7,1313E-08
97124,931;9,0944E-08
97127,611;8,8906E-08
97130,282;7,826E-08
97132,924;6,7651E-08
97135,637;6,8255E-08
97138,272;7,8109E-08
97140,916;8,9283E-08
97143,610;9,0265E-08
97146,281;8,1053E-08
97148,934;6,9463E-08
97151,603;6,7085E-08
97154,280;7,5353E-08
97156,931;8,698E-08
97159,601;9,102E-08
97162,283;8,3696E-08
97164,961;7,2106E-08
97167,608;6,6481E-08
97170,320;7,2748E-08
97172,912;8,4187E-08
97175,602;9,1057E-08
97178,277;8,6414E-08
97180,912;7,5239E-08
97183,584;6,6745E-08
97186,276;6,9728E-08
97188,911;8,0562E-08
97192,147;9,0642E-08
97194,913;8,6376E-08
97197,597;7,5277E-08
97200,281;6,6896E-08
97202,912;6,9728E-08
97205,608;8,0713E-08
97208,236;9,068E-08
97210,911;8,8943E-08
97213,849;7,8109E-08
97216,605;6,6896E-08
97219,248;6,8671E-08
97221,927;7,9166E-08
97224,603;9E-08
97227,227;8,9547E-08
97229,942;7,943E-08
97232,675;6,818E-08
97235,240;6,7425E-08
97237,925;7,6447E-08
97240,593;8,8075E-08
97243,264;9,0453E-08
97245,930;8,2337E-08
97248,643;7,0483E-08
97251,273;6,6632E-08
97253,933;7,3767E-08
97256,643;8,5508E-08
97259,266;9,0755E-08
97261,933;8,4866E-08
97264,601;7,3541E-08
97267,227;6,6368E-08
97269,927;7,0898E-08
97272,686;8,2261E-08
97275,267;9,0982E-08
97279,049;8,7698E-08
97281,953;7,0671E-08
97284,594;6,6594E-08
97287,228;7,3692E-08
97289,911;8,5697E-08
97299,307;9,1095E-08
97302,299;6,8255E-08
97304,935;7,8071E-08
97307,570;8,9283E-08
97310,266;9,0453E-08
97312,956;8,1129E-08
97315,582;6,9765E-08
97318,227;6,7085E-08
97320,951;7,5428E-08
97324,461;8,6942E-08
97327,230;8,9812E-08
97329,964;7,9921E-08
97333,114;6,7727E-08
97335,954;6,8973E-08
97338,596;7,9468E-08
97341,313;9,0227E-08
97344,269;8,8981E-08
97346,921;7,8599E-08
97349,595;6,7727E-08
97352,228;6,8029E-08
97354,950;7,826E-08
97357,552;8,9321E-08
97360,253;9,0302E-08
97362,874;8,1166E-08
97365,581;6,9992E-08
97368,249;6,7009E-08
97371,149;7,5239E-08
97373,921;8,8E-08
97376,605;9,0793E-08
97379,266;8,2374E-08
97381,939;7,086E-08
97384,606;6,6708E-08
97388,017;7,3729E-08
97390,909;8,9208E-08
97396,138;9,0302E-08
97398,869;6,9539E-08
97401,598;6,7085E-08
97404,272;7,5164E-08
97406,874;8,6829E-08
97409,625;9,102E-08
97412,266;8,3885E-08
97414,902;7,203E-08
97417,591;6,6481E-08
97420,271;7,237E-08
97422,982;8,3922E-08
97425,591;9,102E-08
97428,234;8,6489E-08
97430,898;7,5428E-08
97433,774;6,6556E-08
97436,692;7,1087E-08
97439,566;8,3885E-08
97442,264;9,1057E-08
97444,892;8,664E-08
97447,544;7,5504E-08
97450,202;6,6783E-08
97452,878;6,9652E-08
97455,557;8,06E-08
97458,225;9,0793E-08
97460,912;8,8906E-08
97464,194;7,8411E-08
97466,870;6,6858E-08
97469,597;6,9577E-08
97472,239;8,06E-08
97474,911;9,0642E-08
97477,522;8,9132E-08
97480,246;7,8524E-08
97482,879;6,7689E-08
97492,557;6,8218E-08
97495,430;8,5395E-08
97498,404;7,2219E-08
97501,242;6,6858E-08
97503,906;7,3843E-08
97506,582;8,5546E-08
97509,185;9,102E-08
97512,079;8,5319E-08
97514,910;7,2333E-08
97517,514;6,6519E-08
97520,261;7,2521E-08
97522,920;8,396E-08
97525,643;9,1322E-08
97528,545;8,5319E-08
97531,213;7,3956E-08
97533,963;6,6708E-08
97536,618;7,1011E-08
97539,250;8,211E-08
97541,874;9,1133E-08
97544,546;8,8075E-08
97547,198;7,7202E-08
97549,906;6,7198E-08
97552,538;6,8708E-08
97555,265;7,9166E-08
97557,899;9,0151E-08
97560,553;8,9812E-08
97563,211;7,9845E-08
97565,891;6,8859E-08
97568,507;6,7576E-08
97571,219;7,6523E-08
97573,872;8,8E-08
97576,576;9,0982E-08
97579,229;8,2639E-08
97581,876;7,1049E-08
97584,546;6,6783E-08
97587,192;7,3918E-08
97589,868;8,5319E-08
97592,517;9,1246E-08
97595,221;8,547E-08
97597,822;7,4069E-08
97600,554;6,6594E-08
97603,299;7,1011E-08
97606,222;8,3885E-08
97608,882;9,1095E-08
97612,496;8,6942E-08
97615,223;7,1087E-08
97617,844;6,6858E-08
97620,553;7,3843E-08
97623,216;8,5508E-08
97625,871;9,1208E-08
97628,559;8,5281E-08
97631,207;7,3994E-08
97633,854;6,667E-08
97636,545;7,0936E-08
97639,183;8,1997E-08
97641,851;9,1208E-08
97644,553;8,8113E-08
97647,184;7,7165E-08
97649,870;6,7085E-08
97652,554;6,8746E-08
97655,217;7,9015E-08
97657,824;9,0076E-08
97660,502;8,9812E-08
97663,206;7,9807E-08
97665,920;6,8784E-08
97668,515;6,7463E-08
97671,219;7,6447E-08
97674,993;8,7962E-08
97677,827;8,8226E-08
97680,519;7,7353E-08
97683,187;6,7198E-08
97686,904;6,8746E-08
97689,515;8,3885E-08
97692,228;9,1284E-08
97694,839;8,6867E-08
97698,187;7,5881E-08
97700,812;6,6632E-08
97703,513;7,2446E-08
97706,178;8,4187E-08
97708,822;9,1322E-08
97711,477;8,7056E-08
97714,163;7,5957E-08
97716,833;6,7123E-08
97719,476;6,9765E-08
97722,171;8,0789E-08
97724,868;9,0944E-08
97727,479;8,9472E-08
97730,407;7,8788E-08
97733,179;6,7425E-08
97735,906;6,8935E-08
97738,473;7,9392E-08
97741,183;9,0378E-08
97743,825;9,0265E-08
97746,519;8,0525E-08
97749,308;6,9124E-08
97752,185;6,8482E-08
97754,867;7,8033E-08
97757,468;8,9359E-08
97760,184;9,0642E-08
97762,872;8,1921E-08
97768,625;7,0294E-08
97773,225;7,8222E-08
97776,178;9,1435E-08
97778,866;8,4413E-08
97781,469;7,2899E-08
97784,201;6,6858E-08
97786,825;7,2635E-08
97789,513;8,4111E-08
97792,141;9,1586E-08
97794,823;8,7169E-08
97798,227;7,6259E-08
97800,825;6,6972E-08
97803,506;7,2446E-08
97806,176;8,4073E-08
97808,788;9,1548E-08
97811,475;8,732E-08
97814,475;7,4333E-08
97817,138;6,7236E-08
97819,830;7,1011E-08
97822,509;8,2412E-08
97825,159;9,1322E-08
97827,780;8,8717E-08
97835,360;7,7618E-08
97838,139;7,8109E-08
97840,806;8,9283E-08
97843,513;9,0944E-08
97846,149;8,2072E-08
97848,782;7,0407E-08
97851,515;6,7425E-08
97854,172;7,539E-08
97856,787;8,7207E-08
97865,891;9,151E-08
97868,785;6,8331E-08
97871,508;7,8222E-08
97874,176;8,9208E-08
97882,966;9,0869E-08
97885,829;6,8859E-08
97888,487;7,9468E-08
97891,144;9,0491E-08
97893,830;9,0189E-08
97896,539;8,0525E-08
97899,182;6,9312E-08
97901,818;6,7727E-08
97908,480;7,641E-08
97911,166;8,8604E-08
97932,620;7,7693E-08
97935,465;6,818E-08
97938,101;7,8033E-08
97940,818;8,9019E-08
97943,436;9,0718E-08
97946,135;8,1921E-08
97948,780;7,0294E-08
97951,508;6,7085E-08
97957,566;7,5126E-08
97960,421;9,0038E-08
97963,103;8,0487E-08
97972,430;6,9161E-08
97975,111;9,1208E-08
97977,770;8,8566E-08
97991,075;7,7656E-08
97994,204;9,0416E-08
97997,112;7,7958E-08
97999,791;6,7765E-08
98002,930;6,9199E-08
98005,751;8,2223E-08
98008,480;9,1699E-08
98011,107;8,8981E-08
98013,783;7,8184E-08
98016,422;6,7916E-08
98019,104;6,9426E-08
98021,794;7,9732E-08
98024,433;9,0567E-08
98027,101;9,0755E-08
98029,781;8,1091E-08
98032,415;6,9841E-08
98035,099;6,8142E-08
98037,744;7,7202E-08
98040,430;8,8566E-08
98043,104;9,185E-08
98045,733;8,3809E-08
98048,426;7,2257E-08
98051,079;6,7538E-08
98053,745;7,4484E-08
98056,539;8,6225E-08
98059,427;9,2077E-08
98062,133;8,5319E-08
98065,204;7,3767E-08
98068,095;6,7991E-08
98070,797;7,573E-08
98073,456;8,7924E-08
98076,092;9,2265E-08
98078,803;8,5319E-08
98081,430;7,3767E-08
98084,139;6,7991E-08
98087,647;7,3314E-08
98090,472;8,8868E-08
98093,134;9,2341E-08
98095,776;8,4111E-08
98102,538;7,2521E-08
98106,041;8,1355E-08
98108,736;9,2379E-08
98112,221;8,8528E-08
98115,098;7,2446E-08
98118,211;6,7953E-08
98121,134;7,7391E-08
98123,784;8,9057E-08
98126,491;9,2114E-08
98129,099;8,43E-08
98131,765;7,2597E-08
98134,490;6,7878E-08
98137,097;7,4711E-08
98140,020;8,6376E-08
98142,838;9,2416E-08
98150,216;8,4224E-08
98153,059;7,1879E-08
98155,747;8,2941E-08
98158,616;9,2341E-08
98161,472;8,8415E-08
98164,090;7,7278E-08
98166,791;6,8142E-08
98169,468;7,052E-08
98172,465;8,2828E-08
98175,085;9,2077E-08
98177,757;8,9698E-08
98180,453;7,8637E-08
98183,039;6,852E-08
98185,771;6,969E-08
98188,432;7,9807E-08
98191,056;9,0718E-08
98193,770;9,1095E-08
98196,483;8,1355E-08
98199,074;7,0143E-08
98201,780;6,8369E-08
98204,452;7,7051E-08
98208,727;8,8604E-08
98211,427;8,8302E-08
98214,095;7,7202E-08
98216,741;6,7689E-08
98219,425;7,0332E-08
98222,312;8,1204E-08
98225,095;9,185E-08
98227,727;8,9359E-08
98230,512;7,8562E-08
98233,431;6,7916E-08
98236,110;7,0067E-08
98238,743;8,1129E-08
98241,470;9,1359E-08
98244,112;9,0189E-08
98246,759;7,9921E-08
98249,478;6,8973E-08
98252,119;6,8746E-08
98254,737;7,8109E-08
98257,396;8,9774E-08
98260,104;9,1359E-08
98262,727;8,2563E-08
98265,455;7,0973E-08
98268,077;6,7916E-08
98270,749;7,5428E-08
98273,456;8,7207E-08
98276,074;9,1926E-08
98278,722;8,5281E-08
98281,434;7,3503E-08
98284,057;6,7312E-08
98286,729;7,271E-08
98289,469;8,3998E-08
98292,398;9,185E-08
98295,055;8,664E-08
98297,699;7,5239E-08
98300,425;6,7123E-08
98303,095;7,1238E-08
98305,734;8,2299E-08
98308,344;9,1661E-08
98311,052;8,9208E-08
98313,859;7,8524E-08
98317,530;6,7463E-08
98320,396;7,3994E-08
98323,048;8,5848E-08
98334,104;9,1812E-08
98337,016;7,388E-08
98339,729;8,5583E-08
98342,414;9,1926E-08
98345,095;8,6452E-08
98347,684;7,5202E-08
98352,804;6,7387E-08
98355,735;8,1997E-08
98358,652;9,1548E-08
98361,356;8,7924E-08
98365,651;7,6749E-08
98369,382;6,7878E-08
98372,093;8,0525E-08
98374,728;9,0982E-08
98377,432;9E-08
98380,067;7,9619E-08
98384,288;6,8671E-08
98387,022;7,3805E-08
98389,728;8,5432E-08
98392,358;9,1661E-08
98395,653;8,6565E-08
98398,360;7,2181E-08
98401,084;6,7047E-08
98403,727;7,388E-08
98406,382;8,547E-08
98409,033;9,1775E-08
98412,055;8,6376E-08
98414,716;7,3541E-08
98417,434;6,7236E-08
98420,056;7,2295E-08
98423,073;8,547E-08
98425,723;9,1812E-08
98428,330;8,6527E-08
98431,045;7,5164E-08
98433,713;6,7312E-08
98436,327;7,0822E-08
98438,998;8,2035E-08
98441,737;9,1435E-08
98444,698;8,8E-08
98447,366;7,6674E-08
98450,012;6,7538E-08
98452,729;6,9879E-08
98455,327;8,0676E-08
98458,000;9,1057E-08
98460,713;9,0038E-08
98463,390;7,9845E-08
98466,051;6,8633E-08
98468,728;6,8406E-08
98471,322;7,792E-08
98474,550;8,917E-08
98477,322;8,9963E-08
98480,042;7,9807E-08
98482,730;6,8708E-08
98488,249;6,8293E-08
98492,914;9,0265E-08
98495,686;8,3847E-08
98498,324;7,237E-08
98501,052;6,7161E-08
98503,684;7,3843E-08
98506,618;8,5432E-08
98509,355;9,1888E-08
98512,014;8,4979E-08
98514,692;7,3692E-08
98517,315;6,7274E-08
98520,006;7,237E-08
98522,657;8,3658E-08
98525,447;9,1812E-08
98528,313;8,6754E-08
98531,039;7,5164E-08
98533,723;6,7576E-08
98537,324;7,0898E-08
98540,000;8,6829E-08
98542,685;9,185E-08
98545,361;8,5281E-08
98548,044;7,3692E-08
98550,687;6,7198E-08
98554,156;7,2446E-08
98557,009;8,8075E-08
98559,662;9,1624E-08
98562,312;8,3998E-08
98570,174;7,2219E-08
98573,024;8,547E-08
98575,692;9,1699E-08
98578,320;8,6791E-08
98581,042;7,5504E-08
98583,682;6,7463E-08
98586,347;7,0785E-08
98588,970;8,2072E-08
98591,728;9,1473E-08
98594,321;8,9245E-08
98596,993;7,8448E-08
98599,680;6,818E-08
98602,321;6,8784E-08
98605,010;7,909E-08
98607,651;9,034E-08
98610,285;9,0642E-08
98613,008;8,1242E-08
98615,969;6,9803E-08
98618,655;6,8331E-08
98621,316;7,758E-08
98624,011;8,9208E-08
98626,646;9,1208E-08
98629,352;8,2601E-08
98631,960;7,0936E-08
98634,683;6,7312E-08
98637,342;7,4975E-08
98640,999;9,0076E-08
98643,688;9,0642E-08
98646,520;8,128E-08
98649,367;6,8671E-08
98652,310;6,8746E-08
98654,981;7,9052E-08
98657,644;9,0189E-08
98660,320;9,0529E-08
98662,988;8,1317E-08
98665,631;6,9879E-08
98668,314;6,7614E-08
98670,996;7,6221E-08
98673,679;8,8075E-08
98676,280;9,1473E-08
98681,510;8,3847E-08
98684,353;6,7161E-08
98686,985;7,3465E-08
98689,683;8,5168E-08
98692,323;9,1737E-08
98694,978;8,6489E-08
98697,683;7,5202E-08
98700,326;6,7274E-08
98703,011;7,0634E-08
98705,640;8,1733E-08
98708,317;9,1397E-08
98711,022;8,9245E-08
98713,995;7,69E-08
98716,650;6,7387E-08
98719,314;6,9614E-08
98721,967;8,0185E-08
98724,770;9,0793E-08
98727,636;8,9132E-08
98730,279;7,8411E-08
98733,006;6,7727E-08
98735,638;6,8708E-08
98738,271;7,9015E-08
98740,932;9E-08
98743,638;9,068E-08
98746,311;8,128E-08
98748,931;6,9879E-08
98751,601;6,7425E-08
98754,438;7,6145E-08
98757,282;8,8943E-08
98759,966;9,102E-08
98762,606;8,2412E-08
98765,324;7,0936E-08
98767,956;6,7123E-08
98775,730;7,4749E-08
98778,607;8,4979E-08
98781,322;7,3503E-08
98783,975;6,7236E-08
98786,602;7,1842E-08
98789,317;8,3318E-08
98791,925;9,1397E-08
98794,641;8,8113E-08
98797,272;7,6863E-08
98799,993;6,7425E-08
98802,600;6,9463E-08
98805,291;8,0147E-08
98807,968;9,068E-08
98810,641;8,9963E-08
98813,326;7,9807E-08
98815,994;6,8557E-08
98818,661;6,8104E-08
98821,342;7,7467E-08
98824,461;8,883E-08
98827,258;8,9849E-08
98829,949;7,9883E-08
98832,658;6,8595E-08
98841,842;6,8067E-08
98844,648;8,8075E-08
98847,276;7,7014E-08
98849,955;6,7349E-08
98875,204;6,9312E-08
98877,932;8,7962E-08
98881,671;7,6863E-08
98886,681;6,7236E-08
98889,257;8,3167E-08
98891,950;9,1397E-08
98901,804;8,8339E-08
98904,647;7,7505E-08
98907,227;8,8679E-08
98909,952;9,1208E-08
98912,571;8,2752E-08
98919,342;7,1124E-08
98922,268;8,1619E-08
98924,969;9,1246E-08
98927,563;8,9245E-08
98934,266;7,875E-08
98936,927;7,3314E-08
98939,634;8,5206E-08
98942,271;9,185E-08
98944,912;8,6754E-08
98947,573;7,5504E-08
98950,235;6,7349E-08
98952,927;7,0407E-08
98957,766;8,1733E-08
98973,849;9,034E-08
98976,604;9,1322E-08
98979,300;8,279E-08
98982,282;6,9954E-08
98985,160;6,7878E-08
98989,391;7,7542E-08
98992,526;9,1812E-08
98995,261;8,5659E-08
98997,933;7,3805E-08
99001,487;6,7274E-08
99004,241;7,6296E-08
99006,879;8,7962E-08
99010,073;9,1699E-08
99012,918;8,1468E-08
99015,563;7,0294E-08
99018,235;6,7727E-08
99020,882;7,6221E-08
99023,564;8,8E-08
99026,241;9,1661E-08
99028,877;8,4111E-08
99031,556;7,2635E-08
99034,229;6,7349E-08
99036,887;7,3427E-08
99039,558;8,5168E-08
99042,227;9,1963E-08
99044,875;8,7056E-08
99047,554;7,5768E-08
99050,223;6,7614E-08
99052,875;7,0596E-08
99055,559;8,1695E-08
99058,214;9,1473E-08
99060,868;8,9661E-08
99063,560;7,8788E-08
99066,226;6,818E-08
99068,866;6,8935E-08
99072,528;7,9015E-08
99075,228;9,185E-08
99077,864;8,8566E-08
99080,553;7,7505E-08
99083,272;6,7538E-08
99089,191;6,9577E-08
99091,924;9,1775E-08
99094,555;8,8717E-08
99097,227;7,7429E-08
99099,921;6,7802E-08
99102,555;6,9652E-08
99109,361;8,0487E-08
99112,239;8,4338E-08
99114,885;7,2823E-08
99117,756;6,7274E-08
99120,589;7,49E-08
99123,241;8,6603E-08
99125,905;9,2077E-08
99128,594;8,5583E-08
99131,287;7,4258E-08
99133,919;6,7387E-08
99136,565;7,1993E-08
99139,199;8,3318E-08
99141,920;9,1812E-08
99144,590;8,8641E-08
99147,244;7,7429E-08
99149,921;6,7802E-08
99152,552;6,9652E-08
99155,207;8,0223E-08
99157,882;9,0906E-08
99164,899;9,0642E-08
99167,879;6,7425E-08
99170,554;7,5051E-08
99173,232;8,6489E-08
99175,899;9,1926E-08
99178,513;8,581E-08
99181,188;7,4333E-08
99183,869;6,7236E-08
99186,553;7,2068E-08
99189,250;8,3394E-08
99192,182;9,185E-08
99194,911;8,7395E-08
99197,517;7,607E-08
99200,220;6,7576E-08
99202,912;7,0483E-08
99205,558;8,1808E-08
99208,189;9,1548E-08
99210,843;8,9698E-08
99213,550;7,8939E-08
99216,232;6,8444E-08
99218,864;6,8859E-08
99221,554;7,8864E-08
99224,197;9,0151E-08
99226,911;9,1057E-08
99229,552;8,1884E-08
99232,197;7,0256E-08
99234,867;6,7953E-08
99237,538;7,5957E-08
99240,219;8,7886E-08
99242,866;9,1888E-08
99245,544;8,4526E-08
99248,182;7,2597E-08
99250,846;6,7387E-08
99253,542;7,339E-08
99256,227;8,5017E-08
99258,868;9,1888E-08
99261,516;8,7471E-08
99264,236;7,607E-08
99267,307;6,7312E-08
99270,241;7,3503E-08
99273,303;8,6565E-08
99277,052;9,185E-08
99280,014;8,0525E-08
99282,870;6,8406E-08
99285,552;6,8859E-08
99288,181;7,8864E-08
99290,867;9,0265E-08
99293,558;9,1095E-08
99296,226;8,2072E-08
99298,832;7,0445E-08
99301,529;6,7916E-08
99304,227;7,6032E-08
99306,870;8,7962E-08
99309,557;9,1926E-08
99312,519;8,3167E-08
99315,247;7,1615E-08
99318,183;6,7802E-08
99320,920;7,6145E-08
99323,550;8,7886E-08
99326,164;9,2077E-08
99328,865;8,4602E-08
99331,498;7,2974E-08
99334,173;6,7538E-08
99336,881;7,3541E-08
99339,556;8,5017E-08
99342,186;9,2114E-08
99344,860;8,7735E-08
99347,474;7,6221E-08
99350,231;6,7689E-08
99352,865;7,0747E-08
99355,500;8,1959E-08
99358,169;9,1624E-08
99368,308;9,0114E-08
99371,139;7,7656E-08
99373,830;8,9208E-08
99376,659;9,1812E-08
99379,519;8,2186E-08
99382,184;7,0822E-08
99384,834;6,8029E-08
99389,906;7,6296E-08
99392,880;9,2228E-08
99395,512;8,4866E-08
99398,271;7,3201E-08
99401,174;6,7916E-08
99403,867;7,4862E-08
99406,472;8,6791E-08
99409,177;9,2341E-08
99411,841;8,6414E-08
99414,492;7,4786E-08
99417,137;6,7689E-08
99419,830;7,2333E-08
99422,467;8,3469E-08
99425,351;9,219E-08
99428,144;8,7962E-08
99430,864;7,6636E-08
99433,506;6,7765E-08
99436,160;7,0936E-08
99438,787;8,1846E-08
99441,513;9,185E-08
99444,150;9,0227E-08
99446,971;7,9732E-08
99449,821;6,818E-08
99452,506;6,9803E-08
99456,708;8,0638E-08
99459,513;9,2039E-08
99462,167;8,4979E-08
99464,860;7,3427E-08
99467,520;6,7538E-08
99470,162;7,3503E-08
99472,864;8,5206E-08
99475,506;9,2492E-08
99478,135;8,766E-08
99480,850;7,6523E-08
99483,538;6,784E-08
99488,155;7,0785E-08
99490,784;9,0416E-08
99493,506;9,1397E-08
99496,175;8,2223E-08
99499,935;7,0822E-08
99502,847;7,086E-08
99505,507;8,1657E-08
99508,144;9,1737E-08
99510,768;9,034E-08
99513,522;7,9468E-08
99516,178;6,8708E-08
99518,807;6,9048E-08
99521,469;7,909E-08
99524,137;9,0076E-08
99526,847;9,1397E-08
99530,221;8,2223E-08
99533,180;6,7878E-08
99535,817;6,9652E-08
99538,598;8,0223E-08
99541,430;9,1699E-08
99547,058;8,9887E-08
99551,132;6,7991E-08
99553,826;7,4598E-08
99556,425;8,6603E-08
99559,093;9,2114E-08
99561,759;8,6112E-08
99564,478;7,456E-08
99567,111;6,7387E-08
99569,816;7,1653E-08
99572,466;8,2979E-08
99575,292;9,2001E-08
99578,094;8,7546E-08
99580,831;7,6296E-08
99583,472;6,75E-08
99586,108;7,0483E-08
99588,785;8,128E-08
99591,435;9,1473E-08
99594,278;8,9812E-08
99597,100;7,7844E-08
99599,809;6,7614E-08
99602,429;6,9501E-08
99605,857;7,9921E-08
99608,430;9,1548E-08
99611,092;8,8868E-08
99614,131;7,6108E-08
99616,816;6,7236E-08
99619,462;7,0218E-08
99622,198;8,1317E-08
99624,813;9,1284E-08
99627,416;8,9774E-08
99630,122;7,909E-08
99632,804;6,8293E-08
99635,449;6,8444E-08
99638,096;7,8448E-08
99640,816;8,9812E-08
99643,424;9,0831E-08
99646,139;8,1921E-08
99648,786;7,0407E-08
99656,630;6,7463E-08
